dataset,conf,Fold,Rep,RMSE_cv,RMSE_train,RMSE_test
towerData,0,0,2,23.913596343314897,14.122128713303468,20.764434220624416
towerData,0,0,3,23.913596343314897,14.122128713303468,23.16209059555855
towerData,0,0,4,23.913596343314897,14.122128713303468,20.032047225566192
towerData,0,0,5,23.913596343314897,14.122128713303468,20.721975023850632
towerData,0,1,0,22.903744788958686,13.473006521476451,19.507037126956877
towerData,0,1,1,22.903744788958686,13.473006521476451,18.621242399209237
towerData,0,1,2,22.903744788958686,13.473006521476451,19.751865312620062
towerData,0,1,3,22.903744788958686,13.473006521476451,18.63054168653553
towerData,0,1,4,22.903744788958686,13.47300652147645,19.49758607993141
towerData,0,1,5,22.903744788958686,13.473006521476451,18.63085661976933
towerData,0,2,0,23.69692419375009,12.690991003885095,19.345376606695734
towerData,0,2,1,23.69692419375009,12.690991003885095,19.549492525221144
towerData,0,2,2,23.69692419375009,12.690991003885095,19.425255234681096
towerData,0,2,3,23.69692419375009,12.690991003885095,19.404137200546145
towerData,0,2,4,23.69692419375009,12.690991003885095,19.54045713498386
towerData,0,2,5,23.69692419375009,12.690991003885095,19.56241681649468
towerData,0,3,0,24.279771462223344,13.443417568483769,20.40206574918754
towerData,0,3,1,24.279771462223344,13.443417568483769,20.24325844428204
towerData,0,3,2,24.279771462223344,13.443417568483769,20.029098538290558
towerData,0,3,3,24.279771462223344,13.443417568483772,19.256586615047418
towerData,0,3,4,24.279771462223344,13.443417568483769,19.25496525056995
towerData,0,3,5,24.279771462223344,13.443417568483769,19.213838180377714
towerData,0,4,0,21.19756760885894,14.030298520119405,21.659156588132397
towerData,0,4,1,21.19756760885894,14.030298520119405,21.30925640523336
towerData,0,4,2,21.19756760885894,14.030298520119405,21.33537176114598
towerData,0,4,3,21.19756760885894,14.030298520119405,20.718803373098854
towerData,0,4,4,21.19756760885894,14.030298520119405,20.770395904251977
towerData,0,4,5,21.19756760885894,14.030298520119405,21.276240035256116
tecator,1,0,0,1.810610344362153,0.514795023701279,1.650258417738059
tecator,1,0,1,1.810610344362153,0.514795023701279,1.8812501540195021
tecator,1,0,2,1.810610344362153,0.514795023701279,1.885398411076375
tecator,1,0,3,1.810610344362153,0.514795023701279,1.8703013513664057
tecator,1,0,4,1.810610344362153,0.514795023701279,1.7111529870608977
tecator,1,0,5,1.810610344362153,0.514795023701279,1.6832566258973585
tecator,1,1,0,1.834791371242154,0.5089603943240382,1.6413165009271442
tecator,1,1,1,1.834791371242154,0.5089603943240382,1.540902229589528
tecator,1,1,2,1.834791371242154,0.5089603943240382,1.7306358517871836
tecator,1,1,3,1.834791371242154,0.5089603943240382,1.808876954159631
tecator,1,1,4,1.834791371242154,0.5089603943240382,1.7913723939887534
tecator,1,1,5,1.834791371242154,0.5089603943240382,1.7697460875351134
tecator,2,2,0,1.6732709745384855,0.8818874179882255,1.8339178785448036
tecator,2,2,1,1.6732709745384855,0.8818874179882255,1.8339178785448036
tecator,2,2,2,1.6732709745384855,0.8818874179882255,1.8339178785448036
tecator,2,2,3,1.6732709745384855,0.8818874179882255,1.8339178785448036
tecator,2,2,4,1.6732709745384855,0.8818874179882255,1.8339178785448036
tecator,2,2,5,1.6732709745384855,0.8818874179882255,1.8339178785448036
tecator,1,3,0,1.7187791896145428,0.45052667469493485,1.4644422275020594
tecator,1,3,1,1.7187791896145428,0.45052667469493485,1.4700288979601837
tecator,1,3,2,1.7187791896145428,0.45052667469493485,1.5005442915738954
tecator,1,3,3,1.7187791896145428,0.45052667469493485,1.4184971155941317
tecator,1,3,4,1.7187791896145428,0.45052667469493485,1.5005442915738954
tecator,1,3,5,1.7187791896145428,0.45052667469493485,1.4184971155941317
tecator,2,4,0,2.1313439796287748,0.9330485316474456,1.5845791209979128
tecator,2,4,1,2.1313439796287748,0.9330485316474456,1.6342536308350764
tecator,2,4,2,2.1313439796287748,0.9330485316474456,1.57241442583817
tecator,2,4,3,2.1313439796287748,0.9330485316474456,1.5845791209979128
tecator,2,4,4,2.1313439796287748,0.9330485316474456,1.5845791209979128
tecator,2,4,5,2.1313439796287748,0.9330485316474456,1.57241442583817
wineRed,2,0,0,0.6874032270222104,0.5972407839463054,0.6698666547075115
wineRed,2,0,1,0.6874032270222104,0.5972407839463054,0.6698666547075115
wineRed,2,0,2,0.6874032270222104,0.5972407839463054,0.6698666547075115
wineRed,2,0,3,0.6874032270222104,0.5972407839463054,0.6698666547075115
wineRed,2,0,4,0.6874032270222104,0.5972407839463054,0.6698666547075115
wineRed,2,0,5,0.6874032270222104,0.5972407839463054,0.6698666547075115
wineRed,2,1,0,0.6854974330882289,0.6124766129427724,0.6836411200493252
wineRed,2,1,1,0.6854974330882289,0.6124766129427724,0.6836411200493252
wineRed,2,1,2,0.6854974330882289,0.6124766129427724,0.6836411200493252
wineRed,2,1,3,0.6854974330882289,0.6124766129427724,0.6836411200493252
wineRed,2,1,4,0.6854974330882289,0.6124766129427724,0.6836411200493252
wineRed,2,1,5,0.6854974330882289,0.6124766129427724,0.6836411200493252
wineRed,2,2,0,0.6902063114836491,0.5886734567941375,0.6366479911365435
wineRed,2,2,1,0.6902063114836491,0.5886734567941375,0.6366479911365435
wineRed,2,2,2,0.6902063114836491,0.5886734567941375,0.6366479911365435
wineRed,2,2,3,0.6902063114836491,0.5886734567941375,0.6366479911365435
wineRed,2,2,4,0.6902063114836491,0.5886734567941375,0.6366479911365435
wineRed,2,2,5,0.6902063114836491,0.5886734567941375,0.6366479911365435
wineRed,2,3,0,0.6814668204773826,0.5970606722234107,0.6508642088452555
wineRed,2,3,1,0.6814668204773826,0.5970606722234107,0.6508642088452555
wineRed,2,3,2,0.6814668204773826,0.5970606722234107,0.6508642088452555
wineRed,2,3,3,0.6814668204773826,0.5970606722234107,0.6508642088452555
wineRed,2,3,4,0.6814668204773826,0.5970606722234107,0.6508642088452555
wineRed,2,3,5,0.6814668204773826,0.5970606722234107,0.6508642088452555
wineRed,2,4,0,0.6435280619848459,0.5815958305564217,0.7935099884428509
wineRed,2,4,1,0.6435280619848459,0.5815958305564217,0.7935099884428509
wineRed,2,4,2,0.6435280619848459,0.5815958305564217,0.7935099884428509
wineRed,2,4,3,0.6435280619848459,0.5815958305564217,0.7935099884428509
wineRed,2,4,4,0.6435280619848459,0.5815958305564217,0.7935099884428509
wineRed,2,4,5,0.6435280619848459,0.5815958305564217,0.7935099884428509
wineWhite,2,0,0,0.7492273562325369,0.7076515182147155,0.7345408605324281
wineWhite,2,0,1,0.7492273562325369,0.7076515182147155,0.7345408605324281
wineWhite,2,0,2,0.7492273562325369,0.7076515182147155,0.7345408605324281
wineWhite,2,0,3,0.7492273562325369,0.7076515182147155,0.7345408605324281
wineWhite,2,0,4,0.7492273562325369,0.7076515182147155,0.7345408605324281
wineWhite,2,0,5,0.7492273562325369,0.7076515182147155,0.7345408605324281
wineWhite,2,1,0,0.747606688196304,0.7128350542769978,0.7327078794931894
wineWhite,2,1,1,0.747606688196304,0.7128350542769978,0.7327078794931894
wineWhite,2,1,2,0.747606688196304,0.7128350542769978,0.7327078794931894
wineWhite,2,1,3,0.747606688196304,0.7128350542769978,0.7327078794931894
wineWhite,2,1,4,0.747606688196304,0.7128350542769978,0.7327078794931894
wineWhite,2,1,5,0.747606688196304,0.7128350542769978,0.7327078794931894
wineWhite,2,2,0,0.7412849721319315,0.7021367559322363,0.7781130357217834
wineWhite,2,2,1,0.7412849721319315,0.7021367559322363,0.7781130357217834
wineWhite,2,2,2,0.7412849721319315,0.7021367559322363,0.7781130357217834
wineWhite,2,2,3,0.7412849721319315,0.7021367559322363,0.7781130357217834
wineWhite,2,2,4,0.7412849721319315,0.7021367559322363,0.7781130357217834
wineWhite,2,2,5,0.7412849721319315,0.7021367559322363,0.7781130357217834
wineWhite,1,3,0,0.7449755785541219,0.6842352429919303,0.7478117447511469
wineWhite,1,3,1,0.7449755785541219,0.6842352429919303,0.7478117447511469
wineWhite,1,3,2,0.7449755785541219,0.6842352429919303,0.7478117447511469
wineWhite,1,3,3,0.7449755785541219,0.6842352429919303,0.7478117447511469
wineWhite,1,3,4,0.7449755785541219,0.6842352429919303,0.7478117447511469
wineWhite,1,3,5,0.7449755785541219,0.6842352429919303,0.7478117447511469
wineWhite,1,4,0,0.7532105180313353,0.6892433226608692,0.7404967128579645
wineWhite,1,4,1,0.7532105180313353,0.6892433226608692,0.7404967128579645
wineWhite,1,4,2,0.7532105180313353,0.6892433226608692,0.7404967128579645
wineWhite,1,4,3,0.7532105180313353,0.6892433226608692,0.7404967128579645
wineWhite,1,4,4,0.7532105180313353,0.6892433226608692,0.7404967128579645
wineWhite,1,4,5,0.7532105180313353,0.6892433226608692,0.7404967128579645
yacht,0,0,0,1.314741074748147,0.0,1.292685376985045
yacht,0,0,1,1.314741074748147,0.0,1.29065812169481
yacht,0,0,2,1.314741074748147,0.0,1.3333265456816479
yacht,0,0,3,1.314741074748147,0.0,0.8962889439057818
yacht,0,0,4,1.314741074748147,0.0,1.4507078361291263
yacht,0,0,5,1.314741074748147,0.0,1.1722751521115105
yacht,1,1,0,1.1918756202538154,0.8386409344049772,1.3685994895011153
yacht,1,1,1,1.1918756202538154,0.8386409344049772,1.3685994895011153
yacht,1,1,2,1.1918756202538154,0.8386409344049772,1.3680489773438598
yacht,1,1,3,1.1918756202538154,0.8386409344049772,1.368048977343859
yacht,1,1,4,1.1918756202538154,0.8386409344049772,1.3680489773438596
yacht,1,1,5,1.1918756202538154,0.8386409344049772,1.3680489773438596
yacht,0,2,0,1.4534131564842312,0.0,1.7777631831838219
yacht,0,2,1,1.4534131564842312,0.0,1.9978762918207322
yacht,0,2,2,1.4534131564842312,0.0,1.8197611505802882
yacht,0,2,3,1.4534131564842312,0.0,2.219840520281552
yacht,0,2,4,1.4534131564842312,0.0,1.4415789954074674
yacht,0,2,5,1.4534131564842312,0.0,1.8029831910189231
yacht,0,3,0,1.2597047625009707,0.0,1.4377623780505964
yacht,0,3,1,1.2597047625009707,0.0,1.5159415188339527
yacht,0,3,2,1.2597047625009707,0.0,1.4762863243542592
yacht,0,3,3,1.2597047625009707,0.0,1.5202577434623963
yacht,0,3,4,1.2597047625009707,0.0,1.5060495496170239
yacht,0,3,5,1.2597047625009707,0.0,1.3759521293617316
yacht,1,4,0,1.3924593789725788,0.8168580405668032,1.284385030220769
yacht,1,4,1,1.3924593789725788,0.8168580405668033,1.2843850302207693
yacht,1,4,2,1.3924593789725788,0.8168580405668032,1.284385030220769
yacht,1,4,3,1.3924593789725788,0.8168580405668033,1.2843850302207693
yacht,1,4,4,1.3924593789725788,0.8168580405668032,1.284385030220769
yacht,1,4,5,1.3924593789725788,0.8168580405668032,1.284385030220769
